		19604413	05.02.2025	MT 6M FM BANDAS DE ARRASTRE ATL2-PC14	48531824	10169462	BANDAS DE ARRASTRE FILM ATL2-PC14	PI-EC-8600-PR-01-E1-A3	8600	Z3	BATCHPM8600			    0.00							2	3	ELECTRI2	METR ORAS			EM					8600	EC11019	8600	8600		ZM							23:01:20	04.02.2025				EMPACADORAS PC14								000019999156	P001						04.02.2025	12.02.2025		MP	00:00:00	00:00:00	00:01:20	00:00:00	00:01:20	00:00:00	23:01:20	00:01:20	06.02.2025									QM000019604413						PM0009
		19604407	05.02.2025	CA 3M ET TABLERO ELECTRICO DE CONTROL	48531238	10169600	TABLERO ELECTRICO DE CONTROL Y FUERZA	PI-EC-8600-PR-05-E1-A9	8600	Z3	BATCHPM8600			    0.00							2	3	ELECTRI1	METR ORAS			EM					8600	EC11021	8600	8600		ZM							23:00:41	04.02.2025				AREA DE LAVADORA DE BALANZAS DOUGLAS								000019999134	P005						04.02.2025	12.02.2025		MP	00:00:00	00:00:00	00:00:41	00:00:00	00:00:41	00:00:00	23:00:41	00:00:41	06.02.2025									QM000019604407						PM0018
		19604753	04.02.2025	FALLA BANDA ALIMENTACIÓN SAZONADO PC14	48532015	10168878	BANDA ALIMENTACIÓN SAZONADO	PI-EC-8600-PR-01-P1-13	8600	Z1	40285094			    1.00	04.02.2025	04.02.2025	0322	Correctivo	PMCOD02	Tipo de Trabajo	2		ELECTRO2	MECE ORAS				40285094				8600	EC11019	8600	8600	05.02.2025	ZM							04:26:46	05.02.2025				AREA DE SABORIZACIÓN B+								000019999597	P002						05.02.2025			MP	22:46:13	23:00:00	00:00:00	22:00:00	05:18:40	21:46:13	21:46:11	22:00:00	05.02.2025				05.02.2025	81027427				QM000019604753				X		PM0080
		19603484	04.02.2025	Daño puerta	48528656			PI-EC-8600-ED-01-A2	8600	Z2	30152518			    0.00	04.02.2025	04.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo		2	ELECMEC1	MECE ORAS				30152518				8600	EC11004	8600	8600	04.02.2025	ZM							17:47:39	04.02.2025				OFICINA OPERACIONES								000019997381	E009						04.02.2025	04.02.2025		MP	20:02:00	19:00:00	19:00:00	17:30:00	17:30:00	19:03:05	20:01:56	17:30:00	04.02.2025				04.02.2025	30152518				QM000019603484						000000001
		19603506	04.02.2025	Modificación elevador hidráulico	48530532	10168816	TANQUES ABLANDADORES DE AGUA	PI-EC-8600-SE-01-A3	8600	Z2	30152518			    0.00	04.02.2025		1060	Seguridad	PMCOD02	Tipo de Trabajo	2	3	ELECMEC1	METR ORAS				30152518				8600	EC11006	8600	8600		ZM							14:05:06	04.02.2025				SALA CALDERO								000019996786	E007						04.02.2025			MP	00:00:00	00:00:00	00:00:00	15:04:47	14:59:51	14:24:19	14:24:19	14:00:00	04.02.2025				04.02.2025	30152518				QM000019603506						PM0119
		19604704	04.02.2025	Instalacion motor backup de banda PC14	48532084	10168878	BANDA ALIMENTACIÓN SAZONADO	PI-EC-8600-PR-01-P1-13	8600	Z2	81178720			    0.00	04.02.2025	04.02.2025	0322	Correctivo	PMCOD02	Tipo de Trabajo	2	2	ELECTRO1	METR ORAS								8600	EC11019	8600	8600		ZM							05:53:41	05.02.2025				AREA DE SABORIZACIÓN B+								000019999801	P002						04.02.2025	04.02.2025		MP	00:00:00	08:00:00	08:00:00	06:30:00	06:30:00	06:01:46	06:30:00	06:30:00	04.02.2025				05.02.2025	81178720				QM000019604704						PM0080
		19604896	04.02.2025	INSTALACION DE RODILLO DE NYLON	48532160	10168878	BANDA ALIMENTACIÓN SAZONADO	PI-EC-8600-PR-01-P1-13	8600	Z2	40028452			    0.00	04.02.2025						2		MECANIC1	METR ORAS				40028452				8600	EC11019	8600	8600		ZM							05:51:42	05.02.2025				AREA DE SABORIZACIÓN B+								000019999849	P002						04.02.2025			MP	00:00:00	00:00:00	00:00:00	10:00:00	10:00:00	00:00:00	10:00:00	10:00:00	04.02.2025									QM000019604896						PM0080
		19604379	04.02.2025	Ajuste caudal de la bomba	48531346	10168979	EQUIPO DOSIFICADOR	PI-EC-8600-PR-05-P1-05	8600	Z2	30152518			    0.00	04.02.2025	04.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo	1	2	ELECMEC1	MECE ORAS			PR	30152518				8600	EC11021	8600	8600	04.02.2025	ZM							20:24:51	04.02.2025				AREA DE MOLINO								000019998874	P006						04.02.2025	04.02.2025		MP	21:25:52	20:30:00	20:30:00	19:30:00	19:30:00	20:26:11	21:25:50	19:30:00	04.02.2025				04.02.2025	30152518				QM000019604379						PM0095
		19604175	04.02.2025	MONITOREO SALIDA DE CASES INT EXT	48531097	10169109	SISTEMA DE MANEJO DE ACEITE PC14	PI-EC-8600-PR-01-P1-10	8600	Z2	80927849			    0.00	04.02.2025	04.02.2025	0322	Correctivo	PMCOD02	Tipo de Trabajo	1	2	ELECTRI1	MECE ORAS			PR	80927849				8600	EC11019	8600	8600	04.02.2025	ZM							19:44:41	04.02.2025				AREA DE FREIDOR PC14								000019998476	P002						04.02.2025	04.02.2025		MP	20:45:35	19:00:00	19:00:00	17:00:00	17:00:00	19:45:35	19:00:00	17:00:00	04.02.2025				04.02.2025	80927849				QM000019604175						PM0056
		19604374	04.02.2025	CAMBIO DE EJE MOTOREDUCTOR	48531338	10169118	TAMBOR SAZONADO	PI-EC-8600-PR-01-P1-13	8600	Z2	40028452			    0.00	04.02.2025		0322	Correctivo	PMCOD02	Tipo de Trabajo	1	3	MECANIC1	METR ORAS				40028452				8600	EC11019	8600	8600		ZM							05:37:58	05.02.2025				AREA DE SABORIZACIÓN B+								000019999845	P002						04.02.2025			MP	00:00:00	00:00:00	00:00:00	06:00:00	09:00:00	00:00:00	06:00:00	09:00:00	04.02.2025									QM000019604374						PM0093
		19603483	04.02.2025	Revisión infrarrojos	48528655	10169120	HORNO TC1500	PI-EC-8600-PR-05-P1-07	8600	Z2	30152518			    0.00	04.02.2025	04.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo	1	2	ELECMEC1	MECE ORAS			PR	30152518				8600	EC11021	8600	8600	04.02.2025	ZM							17:35:27	04.02.2025				AREA DE HORNEADO TC1500								000019997379	P006						04.02.2025	04.02.2025		MP	18:36:46	17:30:00	17:30:00	16:00:00	16:00:00	17:37:14	18:36:44	16:00:00	04.02.2025				04.02.2025	30152518				QM000019603483						PM0083
		19603505	04.02.2025	Construcción bajante	48530531	10169120	HORNO TC1500	PI-EC-8600-PR-05-P1-07	8600	Z2	30152518			    0.00	04.02.2025		0203	Mejora Continua	PMCOD02	Tipo de Trabajo	1	2	ELECMEC1	METR ORAS			PR	30152518				8600	EC11021	8600	8600		ZM							13:56:47	04.02.2025				AREA DE HORNEADO TC1500								000019996784	P006						04.02.2025			MP	00:00:00	00:00:00	00:00:00	14:56:36	14:49:23	00:00:00	13:56:47	14:49:23	04.02.2025									QM000019603505						PM0083
		19603482	04.02.2025	Revisión fuga por tubería.	48528654	10169162	PELADORA	PI-EC-8600-PR-01-P1-04	8600	Z2	30152518			    0.00	04.02.2025	04.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo	1	2	ELECMEC1	MECE ORAS			PR	30152518				8600	EC11019	8600	8600	04.02.2025	ZM							17:29:15	04.02.2025				AREA DE PELADO								000019997377	P002						04.02.2025	04.02.2025		MP	18:30:00	16:00:00	16:00:00	14:00:00	14:00:00	17:30:17	18:29:58	14:00:00	04.02.2025				04.02.2025	30152518				QM000019603482						PM0086
		19604897	04.02.2025	CAMBIO DE BASES	48532161	10169280	MOTOR EXTRUSOR	PI-EC-8600-PR-04-P1-02	8600	Z2	40028452			    0.00	04.02.2025		0322	Correctivo	PMCOD02	Tipo de Trabajo	1	2	MECANIC1	METR ORAS			PR	40028452				8600	EC11028	8600	8600		ZM							05:58:18	05.02.2025				AREA DE EXTRUIDO								000019999851	P010						04.02.2025	04.02.2025		MP	00:00:00	00:00:00	14:00:00	06:57:49	12:00:00	00:00:00	06:57:49	12:00:00	04.02.2025									QM000019604897						PM0044
		19604381	04.02.2025	Limpieza válvula de purga de aire	48531348	10169430	M1442 BOMBA PRINCIPAL DE DESCARGA	PI-EC-8600-PR-05-P1-03	8600	Z2	30152518			    0.00	04.02.2025	04.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo	1	2	ELECMEC1	MECE ORAS			PR	30152518				8600	EC11021	8600	8600	04.02.2025	ZM							20:34:29	04.02.2025				AREA REPOSO								000019998878	P006						04.02.2025	04.02.2025		MP	21:36:15	21:30:00	21:30:00	20:30:00	20:30:00	20:36:34	21:36:12	20:30:00	04.02.2025				04.02.2025	30152518				QM000019604381						PM0081
		19603507	04.02.2025	Construcción guarda	48530533	10169521	RECOLECTOR DE MIGA	PI-EC-8600-PR-05-P1-04	8600	Z2	30152518			    0.00	04.02.2025		0400	Medio Ambiente	PMCOD02	Tipo de Trabajo	2	3	ELECMEC1	METR ORAS			PR	30152518				8600	EC11021	8600	8600		ZM							14:19:50	04.02.2025				AREA DE LAVADO DE MAIZ								000019996788	P006						04.02.2025			MP	00:00:00	00:00:00	00:00:00	15:19:26	15:13:03	14:21:16	14:21:16	15:13:03	04.02.2025				04.02.2025	30152518				QM000019603507						PM0093
		19603924	04.02.2025	SOPORTE PROVEEDOR CATERPILAR PRUEBAS	48531096	10378175	GENERADOR CATERPILLAR C18  750KVA	PI-EC-8600-SE-01-A1	8600	Z2	80927849			    0.00	04.02.2025	04.02.2025	0627	Especificaciones Proceso Interno	PMCOD02	Tipo de Trabajo	1	2	ELECTRI1	MECE ORAS				80927849				8600	EC11006	8600	8600	04.02.2025	ZM							19:28:31	04.02.2025				SALA GENERADORES								000019998474	E004						04.02.2025	04.02.2025		MP	20:29:30	17:00:00	17:00:00	14:00:00	14:00:00	19:29:30	17:00:00	14:00:00	04.02.2025				04.02.2025	80927849				QM000019603924						PM0060
		19597117	04.02.2025	MT 1M ET TABLERO DE BLUEPRINT 3 EXT.SV	48524562	10168858	BLUE PRINT TNA	PI-EC-8600-PR-04-E1-A4	8600	Z3	BATCHPM8600			    0.00							2	1	ELECTRI1	METR ORAS			EM					8600	EC11028	8600	8600		ZM							23:00:43	03.02.2025				ACOMODODADOR DE PAQUETES EXT. DUROS								000019983699	P009						03.02.2025	04.02.2025		MP	00:00:00	00:00:00	08:00:43	00:00:00	00:00:43	00:00:00	23:00:43	00:00:43	04.02.2025									QM000019597117						PM0080
		19597132	04.02.2025	MT 12M ET BOMBA DE RECEPCIÓN DE DIESEL 1	48524577	10168913	BOMBA DE RECEPCIÓN DE DIESEL 1	PI-EC-8600-SE-02-A1	8600	Z3	BATCHPM8600			    0.00	04.02.2025	04.02.2025	0322	Correctivo	PMCOD02	Tipo de Trabajo	2	3	MECANIC1	MECE ORAS								8600	EC11006	8600	8600	04.02.2025	ZM							23:01:30	03.02.2025				AREA ALMACENAMIENTO DIESEL								000019983819	E012						04.02.2025	04.02.2025		MP	07:32:59	07:00:00	07:00:00	06:00:00	06:00:00	06:33:01	06:32:59	00:01:30	04.02.2025				04.02.2025	40028452				QM000019597132						PM0095
		19597131	04.02.2025	MT 12M ET BOMBA DE TRANSFERENCIA 1	48524576	10168976	BOMBA TRANSFERENCIA 1	PI-EC-8600-SE-02-A1	8600	Z3	BATCHPM8600			    0.00							2	3	MECANIC1	METR ORAS								8600	EC11006	8600	8600		ZM							23:01:30	03.02.2025				AREA ALMACENAMIENTO DIESEL								000019983817	E012						03.02.2025	11.02.2025		MP	00:00:00	00:00:00	00:01:30	00:00:00	00:01:30	00:00:00	23:01:30	00:01:30	05.02.2025									QM000019597131						PM0095
		19597153	04.02.2025	MT 3M OE COMPRESOR GA75 FF	48524588	10169018	COMPRESOR GA75 FF	PI-EC-8600-SE-01-A2	8600	Z3	BATCHPM8600			    0.00	05.02.2025	05.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo	1	3	ELECTRO2	MECE ORAS								8600	EC11006	8600	8600	05.02.2025	ZM							23:02:11	03.02.2025				SALA COMPRESORES								000019983851	E011						05.02.2025	05.02.2025		MP	23:05:17	03:00:00	03:00:00	01:00:00	01:00:00	22:05:17	05:05:12	00:02:11	05.02.2025				05.02.2025	40285094				QM000019597153						PM0134
		19597130	04.02.2025	MT 3M OE COMPRESOR GA75 VSD FF	48524575	10169019	COMPRESOR GA75 VSD FF	PI-EC-8600-SE-01-A2	8600	Z3	BATCHPM8600			    0.00	05.02.2025	05.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo	1	3	ELECTRO2	MECE ORAS								8600	EC11006	8600	8600	05.02.2025	ZM							23:01:28	03.02.2025				SALA COMPRESORES								000019983815	E011						05.02.2025	05.02.2025		MP	23:11:27	05:00:00	05:00:00	03:00:00	03:00:00	22:11:27	05:11:22	00:01:28	05.02.2025				05.02.2025	40285094				QM000019597130						PM0134
		19597116	04.02.2025	TM 6M FM TABLERO FREIDOR PC2	48524561	10169586	MCF-PC2 TABLERO CONTROL FREIDOR	PI-EC-8600-PR-06-P1-A1	8600	Z3	BATCHPM8600			    0.00							1	1	ELECTRI1	METR ORAS			PR					8600	EC11020	8600	8600		ZM							23:00:38	03.02.2025				AREA FREIDOR PELLET								000019983697	P011						03.02.2025	04.02.2025		MP	00:00:00	00:00:00	08:00:38	00:00:00	00:00:38	00:00:00	23:00:38	00:00:38	04.02.2025									QM000019597116						PM0094
		19597115	04.02.2025	MT 3M ET TABLERO DE CONTROL ATL-2 PC14	48524560	10169617	TABLERO ELECTRICO ATL2-PC14	PI-EC-8600-PR-01-E1-A3	8600	Z3	BATCHPM8600			    0.00							1	3	ELECTRI2	METR ORAS			EM					8600	EC11019	8600	8600		ZM							23:00:32	03.02.2025				EMPACADORAS PC14								000019983695	P001						03.02.2025	11.02.2025		MP	00:00:00	00:00:00	00:00:32	00:00:00	00:00:32	00:00:00	23:00:32	00:00:32	05.02.2025									QM000019597115						PM0094
		19597118	04.02.2025	MT 3M ET TABLERO DE CONTROL ATL-6 PC14	48524563	10169621	TABLERO ELECTRICO ATL6-PC14	PI-EC-8600-PR-01-E1-A3	8600	Z3	BATCHPM8600			    0.00							1	3	ELECTRI2	METR ORAS			EM					8600	EC11019	8600	8600		ZM							23:00:52	03.02.2025				EMPACADORAS PC14								000019983701	P001						03.02.2025	11.02.2025		MP	00:00:00	00:00:00	00:00:52	00:00:00	00:00:52	00:00:00	23:00:52	00:00:52	05.02.2025									QM000019597118						PM0094
		19597120	04.02.2025	CA 1M FM TABLERO HORNO DE DUROS	48524565	10169635	MCH-EXDU TABLEROS HORNO DE DUROS	PI-EC-8600-PR-04-P1-03	8600	Z3	BATCHPM8600			    0.00							2	1	ELECTRI1	METR ORAS			PR					8600	EC11028	8600	8600		ZM							23:01:08	03.02.2025				AREA DE HORNEADO								000019983785	P010						03.02.2025	04.02.2025		MP	00:00:00	00:00:00	08:01:08	00:00:00	00:01:08	00:00:00	23:01:08	00:01:08	04.02.2025									QM000019597120						PM0094
		19596717	03.02.2025	BANDA DE OPTYX	48524208	10169734	BANDA SALIDA DEL OPTYX	PI-EC-8600-PR-01-P1-12	8600	Z1	40285076			    0.42	03.02.2025	03.02.2025	0322	Correctivo	PMCOD02	Tipo de Trabajo	2		ELECMEC1	MECE ORAS				40285064				8600	EC11019	8600	8600	04.02.2025	ZM							16:41:59	03.02.2025				AREA DE SELECCION OPTIX								000019982937	P002						03.02.2025			MP	19:56:06	16:25:58	00:00:00	16:00:58	17:36:48	18:56:06	18:56:03	17:36:48	03.02.2025				04.02.2025	80927849				QM000019596717				X		PM0115
		19596032	03.02.2025	FALLA SENSOR DE CARGA DE HOJA GUACP 3	48531095	10320275	GUACP-504L de Inspira 3	PI-EC-8600-PR-05-E1-A8	8600	Z1	40285112			    1.00	03.02.2025	03.02.2025	0322	Correctivo	PMCOD02	Tipo de Trabajo	2		ELECTRI1	MECE ORAS			EM	80927849				8600	EC11021	8600	8600	04.02.2025	ZM							16:21:41	03.02.2025				ENCARTONADORAS TC1500								000019981572	P005						03.02.2025			MP	21:15:36	17:00:00	00:00:00	16:00:00	17:19:48	20:15:53	20:15:29	16:00:00	03.02.2025				04.02.2025	30152518				QM000019596032				X		DT0011
		19601329	03.02.2025	Cambio de Valvulas check tanques de agua	48528723			PI-EC-8600-SE-02-A4	8600	Z2	81178720			    0.00	03.02.2025	03.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo		3	ELECTRO1	METR ORAS								8600	EC11006	8600	8600		ZM							12:25:54	04.02.2025				AREA ALMACENAMIENTO AGUA								000019992436	E015						03.02.2025	03.02.2025		MP	00:00:00	14:00:00	14:00:00	12:00:00	12:00:00	05:39:12	12:00:00	12:00:00	03.02.2025				05.02.2025	81178720				QM000019601329						000000001
		19596931	03.02.2025	Revisión bomba de pulsos	48524367	10168979	EQUIPO DOSIFICADOR	PI-EC-8600-PR-05-P1-05	8600	Z2	30152518			    0.00	03.02.2025	03.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo	1	2	ELECMEC1	MECE ORAS			PR	30152518				8600	EC11021	8600	8600	03.02.2025	ZM							20:14:11	03.02.2025				AREA DE MOLINO								000019983573	P006						03.02.2025	03.02.2025		MP	21:15:29	19:30:00	19:30:00	18:00:00	18:00:00	20:15:43	21:15:26	18:00:00	03.02.2025				03.02.2025	30152518				QM000019596931						PM0095
		19596933	03.02.2025	Revisión transmisor de temperatura	48524369	10169475	SISTEMA DISTRIBUCIÓN ACEITE	PI-EC-8600-PR-05-P1-09	8600	Z2	30152518			    0.00	03.02.2025	03.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo	1	2	ELECMEC1	MECE ORAS			PR	30152518				8600	EC11021	8600	8600	04.02.2025	ZM							20:28:55	03.02.2025				AREA DE FREIDOR								000019983577	P006						03.02.2025	03.02.2025		MP	14:29:21	20:30:00	20:30:00	19:30:00	19:30:00	13:29:41	24:00:00	19:30:00	03.02.2025				04.02.2025	30152518				QM000019596933						PM0081
		19606624	03.02.2025	FALLA MOTOR BANDA SALIDA OPTYX PC14	48537160	10169734	BANDA SALIDA DEL OPTYX	PI-EC-8600-PR-01-P1-12	8600	Z2	40285094			    0.00	03.02.2025	04.02.2025	0322	Correctivo	PMCOD02	Tipo de Trabajo	2	2	ELECTRO2	MECE ORAS				40285094				8600	EC11019	8600	8600	05.02.2025	ZM							21:40:00	05.02.2025				AREA DE SELECCION OPTIX								000020005142	P002						04.02.2025	04.02.2025		MP	22:42:25	05:00:00	05:00:00	22:00:00	22:00:00	21:42:25	24:00:00	22:00:00	03.02.2025				05.02.2025	81027427				QM000019606624						PM0115
		19596724	03.02.2025	Revisión equipo	48524207	10327173	SISTEMA DE LAMINADO	PI-EC-8600-PR-05-P1-06	8600	Z2	30152518			    0.00	03.02.2025	03.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo	1	2	ELECMEC1	MECE ORAS			PR	30152518				8600	EC11021	8600	8600	03.02.2025	ZM							18:10:47	03.02.2025				AREA DE LAMINADO								000019983214	P006						03.02.2025	03.02.2025		MP	19:13:46	19:00:00	19:00:00	14:00:00	14:00:00	18:13:54	19:13:44	14:00:00	03.02.2025				03.02.2025	30152518				QM000019596724						PM0033
		19593356	03.02.2025	CA 1M ET TAB. TROMPO ELEVADOR EXT.SV 1	48520989	10168862	MCTE(1)-EXSU TAB. TROMPO-ELEVADOR 1	PI-EC-8600-PR-03-P1-01	8600	Z3	BATCHPM8600			    0.00							2	1	ELECTRI1	METR ORAS			PR					8600	EC11021	8600	8600		ZM							23:01:06	02.02.2025				AREA DE ALIMENTACIÓN								000019975162	P008						02.02.2025	03.02.2025		MP	00:00:00	00:00:00	08:01:06	00:00:00	00:01:06	00:00:00	23:01:06	00:01:06	03.02.2025									QM000019593356						PM0031
		19593351	03.02.2025	MT 1M OE ENTIRADORA 2 PC14	48520984	10168903	ENTIRADORA 2 IMA TECMAR CT-150 PC14	PI-EC-8600-PR-01-E1-A5	8600	Z3	BATCHPM8600			    0.00	03.02.2025	03.02.2025	0627	Especificaciones Proceso Interno	PMCOD02	Tipo de Trabajo	2	3	ELECTRI3	MECE ORAS		5001256	EM					8600	EC11019	8600	8600	03.02.2025	ZM							23:00:55	02.02.2025				ENTIRADORAS PC14								000019975152	P001						03.02.2025	03.02.2025		MP	13:05:59	09:00:00	09:00:00	06:00:00	06:00:00	12:05:59	09:00:00	00:00:55	03.02.2025				03.02.2025	80869611				QM000019593351						PM0009
